"","data.INSTNM","data.TUITFTE","value"
"2334","Nebraska Indian Community College","3586",0.0129792332268371
"2335","University of Nebraska Medical Center","13044",0.10222121486854
"2336","Nebraska Wesleyan University","11019",0.0596668775036896
"2337","University of Nebraska-Lincoln","6313",0.0523898977249009
"2338","Northeast Community College","1765",0.0547667342799189
"2339","Peru State College","2530",0.0555555555555556
"2340","College of Saint Mary","11731",0.0749421296296296
"2341","Southeast Community College Area","1853",0.0651120533010297
"2342","Union College","14323",0.0525951557093426
"2343","Vatterott College-Spring Valley","8889",0.344303797468354
"2344","Nebraska College of Technical Agriculture","2518",0.0523898977249009
"2345","Wayne State College","3233",0.0462941847206385
"2346","Regional West Medical Center School of Radiologic Technology","841",0.103911042944785
"2347","Western Nebraska Community College","1433",0.0570672713529856
"2348","York College","7403",0.0433690938141977
"2349","Academy of Hair Design-Las Vegas","6745",0.0206451612903226
"2350","Career College of Northern Nevada","8307",0.0679793717768401
"2351","College of Southern Nevada","2011",0.100162425554954
"2352","The Art Institute of Las Vegas","16334",0.0578071002199183
"2353","Everest College-Henderson","9814",0.165397170837867
"2354","Marinello Schools of Beauty-Las Vegas","3139",0.085387323943662
"2355","University of Nevada-Las Vegas","5645",0.0714285714285714
"2356","University of Nevada-Reno","5752",0.0718889439762023
"2357","Great Basin College","1945",0.067458432304038
"2358","Marinello Schools of Beauty-Reno","1544",0.217408744484557
"2359","Morrison University","2505",0.107438016528926
"2360","Sierra Nevada College","9274",0.0686246822931375
"2361","Truckee Meadows Community College","1760",0.0905066404328578
"2362","Western Nevada College","1515",0.0879243183082916
"2363","Colby-Sawyer College","14646",0.0512451121629965
"2364","Continental Academie of Hair Design-Hudson","7829",0.0262621111677715
"2365","Daniel Webster College","10903",0.0603309120258273
"2366","Dartmouth College","22255",0.0841708542713568
"2367","Empire Beauty School-Laconia","8673",0.0269121813031161
"2368","Empire Beauty School-Somersworth","6941",0.0320366132723112
"2369","Franklin Pierce University","14704",0.0476878612716763
"2370","University of New Hampshire-School of Law","26272",0.0954571592869465
"2371","Mount Washington College","657",0.0702511773940345
"2372","Continental Academie of Hair Design","6896",0.094188376753507
"2373","Keene Beauty Academy","12862",0.0284495021337127
"2374","Lebanon College","3531",0.154217551831866
"2375","Northeast Catholic College","13836",0.131713244228433
"2376","Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School","8692",0.0335357039606823
"2377","New England College","10892",0.0412616115791748
"2378","New England School of Hair Design","10955",0.037008180755746
"2379","Southern New Hampshire University","11205",0.065354713313897
"2380","New Hampshire Institute for Therapeutic Arts","10635",0.201933804388248
"2381","University of New Hampshire-Main Campus","10286",0.0555446516192345
"2382","Keene State College","9093",0.0460397971127585
"2383","University of New Hampshire at Manchester","7647",0.0555446516192345
"2384","Plymouth State University","8059",0.0439736158305017
"2385","NHTI-Concord's Community College","5549",0.0593464680442095
"2386","White Mountains Community College","5759",0.0723658051689861
"2387","River Valley Community College","5435",0.1654478976234
"2388","Lakes Region Community College","5918",0.146361185983827
"2389","Manchester Community College","5372",0.0550408719346049
"2390","Nashua Community College","5317",0.0544061302681992
"2391","Great Bay Community College","6151",0.157711298286378
"2392","Paul Mitchell the School-Portsmouth","4722",0.12265642647391
"2393","Rivier University","13643",0.0651890482398957
"2394","Saint Anselm College","19131",5.49230769230769
"2395","St Joseph School of Nursing","13384",0.100586238815181
"2396","Granite State College","4841",0.0631859982201127
"2397","Thomas More College of Liberal Arts","6443",0.129439809296782
"2398","Chester College of New England","16326",0.0383394383394383
"2399","Eastwick College-Hackensack","9765",0.0710920770877944
"2400","Atlantic Cape Community College","2525",0.0596707818930041
"2401","Fortis Institute-Wayne","7223",0.101153039832285
"2402","Bergen Community College","4238",0.0688784709700685
"2403","Berkeley College-Woodland Park","15632",0.0882896195049871
"2404","Beth Medrash Govoha","1733",0.640625
"2405","Bloomfield College","15709",0.0763384005287508
"2406","Brookdale Community College","2947",0.0514354066985646
"2407","Rowan College at Burlington County","2418",0.0677854557420204
"2408","Caldwell University","16091",0.0676033934252386
"2409","Camden County College","3000",0.0669230769230769
"2410","Centenary College","12848",0.054042461934377
"2411","Adult and Continuing Education-BCTS","8352",0.177625122669284
"2412","Branford Hall Career Institute-Parsippany","27159",0.131906421105027
"2413","Lincoln Technical Institute-Edison","5810",0.152478952291862
"2414","American Institute-Clifton","8931",0.124548736462094
"2415","Dover Business College","8836",0.104016477857878
"2416","Empire Beauty School-Ocean","5536",0.08165548098434
"2417","Cooper Health System Center for Allied Health Education","5125",0.164197157544602
"2418","County College of Morris","4518",0.0567848573713676
"2419","Cumberland County College","2187",0.0683151718357083
"2420","DeVry University-New Jersey","16993",0.110550954267195
"2421","Divers Academy International","22583",0.111731843575419
"2422","Drake College of Business-Elizabeth","339",0.0399214659685864
"2423","Drew University","18029",0.0568507157464213
"2424","duCret School of Arts","10516",0.320165094339623
"2425","Lincoln Technical Institute-South Plainfield","3336",0.118508655126498
"2426","Essex County College","3422",0.15962441314554
"2427","Empire Beauty School-Union","5313",0.0736040609137056
"2428","Fairleigh Dickinson University-Metropolitan Campus","17135",0.0688249400479616
"2429","Felician University","19883",0.0753957606654145
"2430","Fairleigh Dickinson University-College at Florham","19209",0.0688249400479616
"2431","Hohokus School of Trade and Technical Sciences","9586",0.475481611208406
"2432","Georgian Court University","16411",0.0638297872340425
"2433","Rowan University","8339",0.0655465671022609
"2434","Rowan College at Gloucester County","3171",0.0542732376793512
"2435","Empire Beauty School-Cherry Hill","6155",0.469387755102041
"2436","Harris School of Business-Cherry Hill Campus","8552",0.180509413067553
"2437","Eastwick College-Ramsey","10422",0.0817764165390505
"2438","Holy Name Medical Center School of Nursing","10333",0.127513227513228
"2439","Hudson County Community College","1588",0.143
"2440","New Jersey City University","7481",0.10057678442682
"2441","Joe Kubert School of Cartoon and Graphic Art","15911",0.135276532137519
"2442","Kean University","7653",0.0729850354423733
"2443","Harris School of Business-Voorhees Campus","2070",0.0726072607260726
"2444","Lincoln Technical Institute-Union","9287",0.0893854748603352
"2445","Rizzieri Aveda School for Beauty and Wellness","11879",0.0221486761710794
"2446","Mercer County Community College","3327",0.0953678474114441
"2447","Middlesex County College","4386",0.0673965104344851
"2448","Monmouth University","16672",0.0576513832462759
"2449","Montclair State University","7991",0.0684585343441305
"2450","HackensackUMC Mountainside School of Nursing","10938",0.142533295551148
"2451","JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Imaging","19224",0.127682993946065
"2452","JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing","19185",0.127682993946065
"2453","Eastwick College-Nutley","7312",0.0756972111553785
"2454","Empire Beauty School-Jersey City","5170",0.016
"2455","New Brunswick Theological Seminary","7775",0.104082806210466
"2456","Robert Fiance Beauty Schools-West New York","353",0.0960187353629977
"2457","New Jersey Institute of Technology","11383",0.102493765586035
"2458","Ocean County College","3138",0.0494252873563218
"2459","Omega Institute","3671",0.200642054574639
"2460","P B Cosmetology Education Center","12014",0.0336170212765957
"2461","Parisian Beauty School","11121",0.0308585395661473
"2462","Passaic County Community College","1821",0.103135888501742
"2463","Pennco Tech-Blackwood","11632",0.170267934312878
"2464","Princeton Theological Seminary","4076",0.699742268041237
"2465","Princeton University","12560",0.114115604068469
"2466","Rabbinical College of America","9113",0.152485256950295
"2467","Ramapo College of New Jersey","7604",0.0619486768243785
"2468","Robert Fiance Beauty Schools-Perth Amboy","7065",0.0418049104180491
"2469","Rider University","17638",0.0634335993452016
"2470","Roman Academy of Beauty Culture","5342",0.058213716108453
"2471","Rutgers University-Camden","6550",0.0799365942028985
"2472","Rutgers University-New Brunswick","12285",0.0799365942028985
"2473","Rutgers University-Newark","6492",0.0799365942028985
"2474","St Francis Medical Center-School of Radiologic Technology","3119",0.112983770287141
"2475","Saint Francis Medical Center School of Nursing","4095",0.112983770287141
"2476","Saint Peter's University","23461",0.0695001336541032
"2477","Salem Community College","3060",0.0579489134578727
"2478","Seton Hall University","21458",0.0786443623723658
"2479","Atlantic Beauty & Spa Academy LLC","8826",0.050755939524838
"2480","College of Saint Elizabeth","15656",0.0742076784333935
"2481","Raritan Valley Community College","3493",0.0696014277215943
"2482","Stevens Institute of Technology","21602",0.097279311019769
"2483","Stockton University","6614",0.064234214551016
"2484","Talmudical Academy-New Jersey","7704",0.207966296438146
"2485","Teterboro School of Aeronautics","4868",0.140428677014043
"2486","Thomas Edison State University","8671",0.0964936886395512
"2487","The College of New Jersey","10757",0.0730067243035543
"2488","Sanford-Brown Institute-Iselin","8611",0.163366336633663
"2489","Union County College","2750",0.0777972027972028
"2490","University of Medicine and Dentistry of New Jersey","18580",0.150479616306954
"2491","William Paterson University of New Jersey","9322",0.0614446529080675
"2492","Olympian Academy of Cosmetology","9605",0.0375275938189845
"2493","Central New Mexico Community College","611",0.142050799623706
"2494","Navajo Technical University","1522",0.486842105263158
"2495","De Wolff College Hair Styling and Cosmetology","3509",0.104693140794224
"2496","New Mexico State University-Dona Ana","995",0.0721649484536082
"2497","Clovis Community College","632",0.0962004850444624
"2498","Eastern New Mexico University-Main Campus","2585",0.0563090834360871
"2499","Eastern New Mexico University-Roswell Campus","1347",0.0563090834360871
"2500","Institute of American Indian and Alaska Native Culture","2234",0.219512195121951
"2501","New Mexico Highlands University","3102",0.0767272727272727
"2502","New Mexico Junior College","1831",0.082360172095882
"2503","New Mexico Military Institute","6129",0.0508225616921269
"2504","University of New Mexico-Gallup Campus","996",0.0740460899131092
"2505","New Mexico Institute of Mining and Technology","4116",0.0663749088256747
